,Date,Weekday,BlockDensity,OtherPuzAns,AnswerLength,WeekdayNum
2850,2001-11-19,Monday,16.0,7680,4.846153846153846,0
2851,2001-11-20,Tuesday,16.0,4357,5.108108108108108,1
2852,2001-11-21,Wednesday,17.77777777777778,5995,4.868421052631579,2
2853,2001-11-22,Thursday,17.77777777777778,5862,4.743589743589744,3
2854,2001-11-23,Friday,14.222222222222221,3113,5.676470588235294,4
2855,2001-11-24,Saturday,13.777777777777779,3298,5.542857142857143,5
2856,2001-11-25,Sunday,15.873015873015872,7766,5.3,6
2857,2001-11-26,Monday,16.0,6478,4.846153846153846,0
2858,2001-11-27,Tuesday,15.11111111111111,6113,4.897435897435898,1
2859,2001-11-28,Wednesday,16.0,4385,4.846153846153846,2
2860,2001-11-29,Thursday,16.88888888888889,4064,5.082191780821918,3
2861,2001-11-30,Friday,15.11111111111111,3699,5.305555555555555,4
2862,2001-12-01,Saturday,12.88888888888889,3400,5.444444444444445,5
2863,2001-12-02,Sunday,18.594104308390023,6635,5.385714285714286,6
2864,2001-12-03,Monday,16.0,5970,4.846153846153846,0
2865,2001-12-04,Tuesday,15.555555555555555,4821,5.135135135135135,1
2866,2001-12-05,Wednesday,16.444444444444446,4274,4.947368421052632,2
2867,2001-12-06,Thursday,18.22222222222222,6300,5.111111111111111,3
2868,2001-12-07,Friday,12.88888888888889,3733,5.444444444444445,4
2869,2001-12-08,Saturday,14.666666666666666,3330,5.485714285714286,5
2870,2001-12-09,Sunday,16.3265306122449,7645,5.3478260869565215,6
2871,2001-12-10,Monday,16.88888888888889,6627,4.794871794871795,0
2872,2001-12-11,Tuesday,19.555555555555557,6550,4.641025641025641,1
2873,2001-12-12,Wednesday,15.11111111111111,5168,4.897435897435898,2
2874,2001-12-13,Thursday,17.77777777777778,4438,5.285714285714286,3
2875,2001-12-14,Friday,12.444444444444445,2256,5.472222222222222,4
2876,2001-12-15,Saturday,16.0,404,7.0,5
2877,2001-12-16,Sunday,16.780045351473923,7767,5.242857142857143,6
2878,2001-12-17,Monday,15.11111111111111,5132,4.897435897435898,0
2879,2001-12-18,Tuesday,16.88888888888889,6249,4.921052631578948,1
2880,2001-12-19,Wednesday,16.88888888888889,7133,4.921052631578948,2
2881,2001-12-20,Thursday,16.88888888888889,5007,4.921052631578948,3
2882,2001-12-21,Friday,16.0,4789,5.4,4
2883,2001-12-22,Saturday,12.444444444444445,1398,6.354838709677419,5
2884,2001-12-23,Sunday,17.006802721088434,7645,5.228571428571429,6
2885,2001-12-24,Monday,16.0,4877,4.846153846153846,0
2886,2001-12-25,Tuesday,16.88888888888889,7051,4.921052631578948,1
2887,2001-12-26,Wednesday,16.0,5544,4.973684210526316,2
2888,2001-12-27,Thursday,14.666666666666666,4642,5.1891891891891895,3
2889,2001-12-28,Friday,14.222222222222221,2495,5.848484848484849,4
2890,2001-12-29,Saturday,12.0,2498,6.0,5
2891,2001-12-30,Sunday,17.687074829931973,7506,5.6571428571428575,6
2892,2001-12-31,Monday,14.666666666666666,5606,4.923076923076923,0
2893,2002-01-01,Tuesday,17.333333333333336,4551,5.297297297297297,1
2894,2002-01-02,Wednesday,16.88888888888889,5047,4.794871794871795,2
2895,2002-01-03,Thursday,17.77777777777778,4988,5.0,3
2896,2002-01-04,Friday,12.444444444444445,3376,5.628571428571429,4
2897,2002-01-05,Saturday,13.333333333333334,4201,5.416666666666667,5
2898,2002-01-06,Sunday,14.965986394557824,5838,5.681818181818182,6
2899,2002-01-07,Monday,16.0,6718,4.973684210526316,0
2900,2002-01-08,Tuesday,16.88888888888889,6031,4.794871794871795,1
2901,2002-01-09,Wednesday,15.11111111111111,3342,5.026315789473684,2
2902,2002-01-10,Thursday,16.0,4500,4.973684210526316,3
2903,2002-01-11,Friday,12.88888888888889,2660,5.764705882352941,4
2904,2002-01-12,Saturday,15.11111111111111,3984,5.305555555555555,5
2905,2002-01-13,Sunday,16.3265306122449,8537,5.3478260869565215,6
2906,2002-01-14,Monday,18.666666666666668,4960,4.6923076923076925,0
2907,2002-01-15,Tuesday,16.0,5278,4.973684210526316,1
2908,2002-01-16,Wednesday,15.11111111111111,5169,5.026315789473684,2
2909,2002-01-17,Thursday,15.11111111111111,4236,5.457142857142857,3
2910,2002-01-18,Friday,13.333333333333334,3819,5.735294117647059,4
2911,2002-01-19,Saturday,14.222222222222221,4154,5.514285714285714,5
2912,2002-01-20,Sunday,16.3265306122449,8499,5.271428571428571,6
2913,2002-01-21,Monday,15.11111111111111,5608,5.026315789473684,0
2914,2002-01-22,Tuesday,15.11111111111111,5861,4.897435897435898,1
2915,2002-01-23,Wednesday,15.11111111111111,5234,4.897435897435898,2
2916,2002-01-24,Thursday,16.0,5135,5.108108108108108,3
2917,2002-01-25,Friday,17.77777777777778,3639,5.138888888888889,4
2918,2002-01-26,Saturday,11.11111111111111,2740,6.0606060606060606,5
2919,2002-01-27,Sunday,16.780045351473923,9047,5.318840579710145,6
2920,2002-01-28,Monday,17.77777777777778,6868,4.743589743589744,0
2921,2002-01-29,Tuesday,16.0,5795,4.846153846153846,1
2922,2002-01-30,Wednesday,16.88888888888889,6178,4.794871794871795,2
2923,2002-01-31,Thursday,18.666666666666668,4990,5.102564102564102,3
2924,2002-02-01,Friday,16.88888888888889,4731,5.194444444444445,4
2925,2002-02-02,Saturday,18.22222222222222,5499,4.972972972972973,5
2926,2002-02-03,Sunday,17.233560090702948,9368,5.140845070422535,6
2927,2002-02-04,Monday,16.0,5947,4.846153846153846,0
2928,2002-02-05,Tuesday,16.88888888888889,6001,4.794871794871795,1
2929,2002-02-06,Wednesday,16.444444444444446,6729,4.947368421052632,2
2930,2002-02-07,Thursday,14.666666666666666,3798,5.485714285714286,3
2931,2002-02-08,Friday,11.555555555555555,1784,5.685714285714286,4
2932,2002-02-09,Saturday,12.88888888888889,2114,5.6,5
2933,2002-02-10,Sunday,16.780045351473923,7591,5.242857142857143,6
2934,2002-02-11,Monday,16.0,7475,4.846153846153846,0
2935,2002-02-12,Tuesday,16.0,5561,5.108108108108108,1
2936,2002-02-13,Wednesday,16.0,7102,4.846153846153846,2
2937,2002-02-14,Thursday,15.11111111111111,6027,4.897435897435898,3
2938,2002-02-15,Friday,15.11111111111111,4262,5.457142857142857,4
2939,2002-02-16,Saturday,12.444444444444445,2782,5.794117647058823,5
2940,2002-02-17,Sunday,16.257088846880908,11825,5.273809523809524,6
2941,2002-02-18,Monday,16.0,4616,4.846153846153846,0
2942,2002-02-19,Tuesday,16.0,7888,4.846153846153846,1
2943,2002-02-20,Wednesday,15.11111111111111,4910,5.162162162162162,2
2944,2002-02-21,Thursday,17.77777777777778,4689,5.138888888888889,3
2945,2002-02-22,Friday,12.0,2584,5.5,4
2946,2002-02-23,Saturday,13.777777777777779,3872,5.388888888888889,5
2947,2002-02-24,Sunday,15.419501133786847,9018,5.405797101449275,6
2948,2002-02-25,Monday,16.0,6839,4.846153846153846,0
2949,2002-02-26,Tuesday,18.666666666666668,6581,4.6923076923076925,1
2950,2002-02-27,Wednesday,17.77777777777778,4307,4.868421052631579,2
2951,2002-02-28,Thursday,16.444444444444446,6590,4.82051282051282,3
2952,2002-03-01,Friday,12.0,2420,6.0,4
2953,2002-03-02,Saturday,13.333333333333334,3544,5.571428571428571,5
2954,2002-03-03,Sunday,16.780045351473923,8116,5.5,6
2955,2002-03-04,Monday,15.11111111111111,6898,4.897435897435898,0
2956,2002-03-05,Tuesday,16.88888888888889,5737,4.921052631578948,1
2957,2002-03-06,Wednesday,18.666666666666668,6061,4.6923076923076925,2
2958,2002-03-07,Thursday,14.222222222222221,4929,5.361111111111111,3
2959,2002-03-08,Friday,16.0,4955,5.25,4
2960,2002-03-09,Saturday,13.333333333333334,3081,5.571428571428571,5
2961,2002-03-10,Sunday,16.3265306122449,8813,5.271428571428571,6
2962,2002-03-11,Monday,16.88888888888889,6170,4.921052631578948,0
2963,2002-03-12,Tuesday,16.88888888888889,7117,4.794871794871795,1
2964,2002-03-13,Wednesday,16.88888888888889,6100,4.794871794871795,2
2965,2002-03-14,Thursday,17.77777777777778,5830,4.743589743589744,3
2966,2002-03-15,Friday,16.444444444444446,2726,5.696969696969697,4
2967,2002-03-16,Saturday,16.0,4178,5.25,5
2968,2002-03-17,Sunday,16.099773242630384,10749,5.285714285714286,6
2969,2002-03-18,Monday,18.666666666666668,5841,4.815789473684211,0
2970,2002-03-19,Tuesday,16.88888888888889,5813,4.921052631578948,1
2971,2002-03-20,Wednesday,16.88888888888889,4743,4.921052631578948,2
2972,2002-03-21,Thursday,16.444444444444446,4667,4.947368421052632,3
2973,2002-03-22,Friday,13.333333333333334,3896,5.416666666666667,4
2974,2002-03-23,Saturday,14.666666666666666,4845,5.333333333333333,5
2975,2002-03-24,Sunday,16.3265306122449,8205,5.197183098591549,6
2976,2002-03-25,Monday,18.666666666666668,6845,4.6923076923076925,0
2977,2002-03-26,Tuesday,16.88888888888889,6717,4.794871794871795,1
2978,2002-03-27,Wednesday,17.77777777777778,7102,4.868421052631579,2
2979,2002-03-28,Thursday,14.222222222222221,4885,5.216216216216216,3
2980,2002-03-29,Friday,14.222222222222221,3982,5.361111111111111,4
2981,2002-03-30,Saturday,11.11111111111111,2590,6.0606060606060606,5
2982,2002-03-31,Sunday,16.55328798185941,7804,5.257142857142857,6
2983,2002-04-01,Monday,16.88888888888889,7060,4.794871794871795,0
2984,2002-04-02,Tuesday,16.88888888888889,6619,4.921052631578948,1
2985,2002-04-03,Wednesday,16.0,5119,4.973684210526316,2
2986,2002-04-04,Thursday,16.88888888888889,4804,5.512820512820513,3
2987,2002-04-05,Friday,14.222222222222221,4500,5.361111111111111,4
2988,2002-04-06,Saturday,15.555555555555555,4135,5.428571428571429,5
2989,2002-04-07,Sunday,15.419501133786847,7191,5.328571428571428,6
2990,2002-04-08,Monday,17.77777777777778,6061,5.0,0
2991,2002-04-09,Tuesday,16.0,4426,4.973684210526316,1
2992,2002-04-10,Wednesday,15.11111111111111,5367,5.026315789473684,2
2993,2002-04-11,Thursday,16.0,5347,4.973684210526316,3
2994,2002-04-12,Friday,14.222222222222221,3238,5.676470588235294,4
2995,2002-04-13,Saturday,11.555555555555555,2301,5.685714285714286,5
2996,2002-04-14,Sunday,17.46031746031746,10407,5.126760563380282,6
2997,2002-04-15,Monday,15.11111111111111,6709,4.897435897435898,0
2998,2002-04-16,Tuesday,16.88888888888889,6221,4.794871794871795,1
2999,2002-04-17,Wednesday,16.0,6373,4.846153846153846,2
3000,2002-04-18,Thursday,16.88888888888889,4302,5.368421052631579,3
3001,2002-04-19,Friday,15.11111111111111,3194,5.305555555555555,4
3002,2002-04-20,Saturday,13.777777777777779,3474,5.542857142857143,5
3003,2002-04-21,Sunday,16.55328798185941,8853,5.257142857142857,6
3004,2002-04-23,Tuesday,16.0,5265,4.846153846153846,1
3005,2002-04-24,Wednesday,16.88888888888889,6599,4.794871794871795,2
3006,2002-04-25,Thursday,16.88888888888889,4171,4.921052631578948,3
3007,2002-04-26,Friday,12.444444444444445,2616,6.15625,4
3008,2002-04-27,Saturday,13.777777777777779,3381,5.542857142857143,5
3009,2002-04-28,Sunday,17.233560090702948,8870,5.214285714285714,6
3010,2002-04-29,Monday,16.88888888888889,6966,4.675,0
3011,2002-04-30,Tuesday,16.0,5690,4.846153846153846,1
3012,2002-05-01,Wednesday,16.0,5541,4.846153846153846,2
3013,2002-05-02,Thursday,16.444444444444446,4043,5.222222222222222,3
3014,2002-05-03,Friday,14.222222222222221,3568,5.514285714285714,4
3015,2002-05-04,Saturday,14.666666666666666,3313,5.333333333333333,5
3016,2002-05-05,Sunday,15.873015873015872,8983,5.3,6
3017,2002-05-06,Monday,16.0,7807,4.973684210526316,0
3018,2002-05-07,Tuesday,17.77777777777778,5952,4.868421052631579,1
3019,2002-05-08,Wednesday,15.11111111111111,5596,4.897435897435898,2
3020,2002-05-09,Thursday,16.88888888888889,5190,4.921052631578948,3
3021,2002-05-10,Friday,12.444444444444445,3762,5.628571428571429,4
3022,2002-05-11,Saturday,12.0,4266,5.823529411764706,5
3023,2002-05-12,Sunday,17.233560090702948,7787,5.214285714285714,6
3024,2002-05-13,Monday,16.0,6226,4.973684210526316,0
3025,2002-05-14,Tuesday,16.88888888888889,5959,4.921052631578948,1
3026,2002-05-15,Wednesday,16.88888888888889,5571,4.921052631578948,2
3027,2002-05-16,Thursday,16.88888888888889,4366,5.3428571428571425,3
3028,2002-05-17,Friday,12.444444444444445,4355,5.628571428571429,4
3029,2002-05-18,Saturday,11.11111111111111,2017,5.882352941176471,5
3030,2002-05-19,Sunday,16.3265306122449,8565,5.197183098591549,6
3031,2002-05-20,Monday,16.88888888888889,5012,4.921052631578948,0
3032,2002-05-21,Tuesday,16.88888888888889,4647,4.921052631578948,1
3033,2002-05-22,Wednesday,16.0,3191,5.108108108108108,2
3034,2002-05-23,Thursday,16.88888888888889,6094,4.921052631578948,3
3035,2002-05-24,Friday,17.77777777777778,1978,6.166666666666667,4
3036,2002-05-25,Saturday,11.555555555555555,3140,6.03030303030303,5
3037,2002-05-26,Sunday,17.46031746031746,8615,5.2,6
3038,2002-05-27,Monday,14.222222222222221,4465,5.216216216216216,0
3039,2002-05-28,Tuesday,16.0,6188,4.846153846153846,1
3040,2002-05-29,Wednesday,16.0,6232,4.973684210526316,2
3041,2002-05-30,Thursday,16.88888888888889,4393,5.230769230769231,3
3042,2002-05-31,Friday,11.11111111111111,2389,6.0606060606060606,4
3043,2002-06-01,Saturday,13.333333333333334,3080,5.416666666666667,5
3044,2002-06-02,Sunday,16.55328798185941,7667,5.411764705882353,6
3045,2002-06-03,Monday,16.88888888888889,6484,4.794871794871795,0
3046,2002-06-04,Tuesday,17.77777777777778,5783,4.743589743589744,1
3047,2002-06-05,Wednesday,18.666666666666668,6923,4.815789473684211,2
3048,2002-06-06,Thursday,16.0,5834,4.973684210526316,3
3049,2002-06-07,Friday,11.555555555555555,1672,6.03030303030303,4
3050,2002-06-08,Saturday,13.333333333333334,4415,5.416666666666667,5
3051,2002-06-09,Sunday,15.419501133786847,8668,5.457142857142857,6
3052,2002-06-10,Monday,16.88888888888889,5379,4.794871794871795,0
3053,2002-06-11,Tuesday,18.666666666666668,7248,4.6923076923076925,1
3054,2002-06-12,Wednesday,16.88888888888889,5899,4.794871794871795,2
3055,2002-06-13,Thursday,17.77777777777778,5955,4.868421052631579,3
3056,2002-06-14,Friday,12.0,2820,5.823529411764706,4
3057,2002-06-15,Saturday,12.444444444444445,4128,5.794117647058823,5
3058,2002-06-16,Sunday,16.3265306122449,6922,5.271428571428571,6
3059,2002-06-17,Monday,16.0,6728,4.846153846153846,0
3060,2002-06-18,Tuesday,16.444444444444446,4012,4.947368421052632,1
3061,2002-06-19,Wednesday,16.0,7698,4.846153846153846,2
3062,2002-06-20,Thursday,16.0,4830,4.973684210526316,3
3063,2002-06-21,Friday,12.444444444444445,4365,5.628571428571429,4
3064,2002-06-22,Saturday,13.777777777777779,3564,5.388888888888889,5
3065,2002-06-23,Sunday,16.780045351473923,7793,5.242857142857143,6
3066,2002-06-24,Monday,16.0,6519,4.973684210526316,0
3067,2002-06-25,Tuesday,16.88888888888889,5085,4.921052631578948,1
3068,2002-06-26,Wednesday,16.88888888888889,6390,4.794871794871795,2
3069,2002-06-27,Thursday,16.88888888888889,4412,5.194444444444445,3
3070,2002-06-28,Friday,12.0,3359,5.6571428571428575,4
3071,2002-06-29,Saturday,13.777777777777779,3044,5.542857142857143,5
3072,2002-06-30,Sunday,16.55328798185941,7798,5.333333333333333,6
3073,2002-07-01,Monday,16.88888888888889,7073,4.794871794871795,0
3074,2002-07-02,Tuesday,17.77777777777778,5589,4.868421052631579,1
3075,2002-07-03,Wednesday,16.0,6847,4.846153846153846,2
3076,2002-07-04,Thursday,16.88888888888889,6787,4.921052631578948,3
3077,2002-07-05,Friday,14.222222222222221,4263,5.361111111111111,4
3078,2002-07-06,Saturday,13.777777777777779,3625,5.542857142857143,5
3079,2002-07-07,Sunday,18.140589569160998,8618,5.231884057971015,6
3080,2002-07-08,Monday,16.88888888888889,5720,5.054054054054054,0
3081,2002-07-09,Tuesday,14.222222222222221,5593,5.078947368421052,1
3082,2002-07-10,Wednesday,17.77777777777778,6084,4.743589743589744,2
3083,2002-07-11,Thursday,15.11111111111111,4883,5.305555555555555,3
3084,2002-07-12,Friday,12.88888888888889,4308,5.444444444444445,4
3085,2002-07-13,Saturday,12.88888888888889,4244,5.764705882352941,5
3086,2002-07-14,Sunday,16.3265306122449,6712,5.785714285714286,6
3087,2002-07-15,Monday,16.88888888888889,6993,4.794871794871795,0
3088,2002-07-16,Tuesday,15.11111111111111,6228,4.897435897435898,1
3089,2002-07-17,Wednesday,17.77777777777778,4418,5.138888888888889,2
3090,2002-07-18,Thursday,16.0,4667,5.25,3
3091,2002-07-19,Friday,14.222222222222221,2121,5.676470588235294,4
3092,2002-07-20,Saturday,15.11111111111111,4184,5.457142857142857,5
3093,2002-07-21,Sunday,15.873015873015872,6440,5.485714285714286,6
3094,2002-07-22,Monday,16.0,5099,4.973684210526316,0
3095,2002-07-23,Tuesday,16.0,6605,4.846153846153846,1
3096,2002-07-24,Wednesday,16.88888888888889,5626,4.921052631578948,2
3097,2002-07-25,Thursday,16.88888888888889,3768,5.194444444444445,3
3098,2002-07-26,Friday,13.333333333333334,3760,5.571428571428571,4
3099,2002-07-27,Saturday,13.333333333333334,4006,5.571428571428571,5
3100,2002-07-28,Sunday,16.3265306122449,9526,5.271428571428571,6
3101,2002-07-29,Monday,15.11111111111111,4098,5.305555555555555,0
3102,2002-07-30,Tuesday,16.88888888888889,6102,4.794871794871795,1
3103,2002-07-31,Wednesday,16.88888888888889,6503,4.921052631578948,2
3104,2002-08-01,Thursday,17.333333333333336,4196,5.166666666666667,3
3105,2002-08-02,Friday,13.333333333333334,3427,5.571428571428571,4
3106,2002-08-03,Saturday,11.11111111111111,1952,6.25,5
3107,2002-08-04,Sunday,15.873015873015872,7346,5.3,6
3108,2002-08-05,Monday,16.0,5511,4.973684210526316,0
3109,2002-08-06,Tuesday,16.88888888888889,6391,4.794871794871795,1
3110,2002-08-07,Wednesday,15.11111111111111,5018,4.897435897435898,2
3111,2002-08-08,Thursday,16.88888888888889,3927,5.054054054054054,3
3112,2002-08-09,Friday,13.333333333333334,2589,5.735294117647059,4
3113,2002-08-10,Saturday,13.777777777777779,3996,5.388888888888889,5
3114,2002-08-11,Sunday,17.687074829931973,8035,5.185714285714286,6
3115,2002-08-12,Monday,16.88888888888889,6552,4.794871794871795,0
3116,2002-08-13,Tuesday,16.88888888888889,6947,4.794871794871795,1
3117,2002-08-14,Wednesday,16.0,5168,4.846153846153846,2
3118,2002-08-15,Thursday,17.77777777777778,4918,5.0,3
3119,2002-08-16,Friday,15.11111111111111,3152,5.305555555555555,4
3120,2002-08-17,Saturday,13.333333333333334,5621,5.571428571428571,5
3121,2002-08-18,Sunday,18.140589569160998,8676,5.1571428571428575,6
3122,2002-08-19,Monday,16.0,6012,4.846153846153846,0
3123,2002-08-20,Tuesday,16.88888888888889,6189,4.921052631578948,1
3124,2002-08-21,Wednesday,16.0,5465,5.105263157894737,2
3125,2002-08-22,Thursday,16.88888888888889,4945,5.054054054054054,3
3126,2002-08-23,Friday,13.333333333333334,3160,5.571428571428571,4
3127,2002-08-24,Saturday,14.222222222222221,1642,6.225806451612903,5
3128,2002-08-25,Sunday,14.058956916099774,6221,5.414285714285715,6
3129,2002-08-26,Monday,14.222222222222221,4267,5.078947368421052,0
3130,2002-08-27,Tuesday,16.0,6391,4.846153846153846,1
3131,2002-08-28,Wednesday,16.0,6054,4.973684210526316,2
3132,2002-08-29,Thursday,16.0,5726,5.108108108108108,3
3133,2002-08-30,Friday,16.444444444444446,4527,5.222222222222222,4
3134,2002-08-31,Saturday,13.333333333333334,3706,5.735294117647059,5
3135,2002-09-01,Sunday,17.913832199546487,7625,5.323529411764706,6
3136,2002-09-02,Monday,15.555555555555555,6344,4.871794871794871,0
3137,2002-09-03,Tuesday,16.88888888888889,6495,4.921052631578948,1
3138,2002-09-04,Wednesday,16.88888888888889,6567,4.921052631578948,2
3139,2002-09-05,Thursday,17.77777777777778,6066,5.666666666666667,3
3140,2002-09-06,Friday,12.444444444444445,2966,5.96969696969697,4
3141,2002-09-07,Saturday,15.11111111111111,3224,5.96875,5
3142,2002-09-08,Sunday,16.3265306122449,8785,5.271428571428571,6
3143,2002-09-09,Monday,21.333333333333336,5424,4.783783783783784,0
3144,2002-09-10,Tuesday,17.77777777777778,6904,4.743589743589744,1
3145,2002-09-11,Wednesday,15.11111111111111,5501,5.026315789473684,2
3146,2002-09-12,Thursday,16.0,4455,5.108108108108108,3
3147,2002-09-13,Friday,11.555555555555555,2862,5.685714285714286,4
3148,2002-09-14,Saturday,16.0,1759,5.90625,5
3149,2002-09-15,Sunday,16.780045351473923,8190,5.242857142857143,6
3150,2002-09-16,Monday,16.0,6842,4.846153846153846,0
3151,2002-09-17,Tuesday,18.666666666666668,6664,4.6923076923076925,1
3152,2002-09-18,Wednesday,16.444444444444446,5949,4.82051282051282,2
3153,2002-09-19,Thursday,15.11111111111111,4207,5.153846153846154,3
3154,2002-09-20,Friday,15.555555555555555,4239,5.588235294117647,4
3155,2002-09-21,Saturday,14.666666666666666,4413,5.333333333333333,5
3156,2002-09-22,Sunday,17.233560090702948,8717,5.214285714285714,6
3157,2002-09-23,Monday,16.88888888888889,6840,4.794871794871795,0
3158,2002-09-24,Tuesday,16.0,9010,4.846153846153846,1
3159,2002-09-25,Wednesday,15.11111111111111,5512,5.026315789473684,2
3160,2002-09-26,Thursday,14.222222222222221,4865,5.216216216216216,3
3161,2002-09-27,Friday,15.11111111111111,2442,5.457142857142857,4
3162,2002-09-28,Saturday,15.555555555555555,5383,5.0,5
3163,2002-09-29,Sunday,15.873015873015872,7330,5.225352112676056,6
3164,2002-09-30,Monday,17.77777777777778,8266,4.743589743589744,0
3165,2002-10-01,Tuesday,16.0,6867,4.846153846153846,1
3166,2002-10-02,Wednesday,16.88888888888889,4451,4.794871794871795,2
3167,2002-10-03,Thursday,17.77777777777778,4403,4.868421052631579,3
3168,2002-10-04,Friday,13.333333333333334,4671,5.571428571428571,4
3169,2002-10-05,Saturday,13.333333333333334,3818,5.571428571428571,5
3170,2002-10-06,Sunday,16.3265306122449,9977,5.271428571428571,6
3171,2002-10-07,Monday,16.444444444444446,5137,4.82051282051282,0
3172,2002-10-08,Tuesday,16.88888888888889,4743,4.794871794871795,1
3173,2002-10-09,Wednesday,18.666666666666668,5693,4.6923076923076925,2
3174,2002-10-10,Thursday,17.77777777777778,5315,4.743589743589744,3
3175,2002-10-11,Friday,17.333333333333336,3821,5.027027027027027,4
3176,2002-10-12,Saturday,12.0,3154,5.5,5
3177,2002-10-13,Sunday,17.913832199546487,8022,5.171428571428572,6
3178,2002-10-14,Monday,16.88888888888889,6633,4.794871794871795,0
3179,2002-10-15,Tuesday,16.0,4398,4.973684210526316,1
3180,2002-10-16,Wednesday,16.88888888888889,7052,4.794871794871795,2
3181,2002-10-17,Thursday,16.0,4438,5.4,3
3182,2002-10-18,Friday,10.666666666666668,2908,5.742857142857143,4
3183,2002-10-19,Saturday,14.222222222222221,3572,5.514285714285714,5
3184,2002-10-20,Sunday,16.3265306122449,7624,5.271428571428571,6
3185,2002-10-21,Monday,16.0,5718,5.108108108108108,0
3186,2002-10-22,Tuesday,16.0,5497,4.846153846153846,1
3187,2002-10-23,Wednesday,17.333333333333336,6351,4.894736842105263,2
3188,2002-10-24,Thursday,16.88888888888889,4910,4.921052631578948,3
3189,2002-10-25,Friday,14.222222222222221,5034,5.361111111111111,4
3190,2002-10-26,Saturday,15.11111111111111,2893,5.305555555555555,5
3191,2002-10-27,Sunday,17.687074829931973,8843,5.185714285714286,6
3192,2002-10-28,Monday,16.88888888888889,6989,4.794871794871795,0
3193,2002-10-29,Tuesday,17.77777777777778,5875,4.868421052631579,1
3194,2002-10-30,Wednesday,17.77777777777778,5446,5.0,2
3195,2002-10-31,Thursday,16.88888888888889,5183,4.794871794871795,3
3196,2002-11-01,Friday,16.444444444444446,2395,5.875,4
3197,2002-11-02,Saturday,15.555555555555555,3591,5.588235294117647,5
3198,2002-11-03,Sunday,15.646258503401361,8486,5.470588235294118,6
3199,2002-11-04,Monday,15.11111111111111,6706,4.897435897435898,0
3200,2002-11-05,Tuesday,18.666666666666668,6707,4.6923076923076925,1
3201,2002-11-06,Wednesday,16.0,4473,4.973684210526316,2
3202,2002-11-07,Thursday,16.444444444444446,3495,5.166666666666667,3
3203,2002-11-08,Friday,14.222222222222221,3142,5.848484848484849,4
3204,2002-11-09,Saturday,12.444444444444445,4227,5.794117647058823,5
3205,2002-11-10,Sunday,18.820861678004537,11057,5.042253521126761,6
3206,2002-11-11,Monday,16.0,7355,4.846153846153846,0
3207,2002-11-12,Tuesday,14.222222222222221,4754,5.216216216216216,1
3208,2002-11-13,Wednesday,16.0,5245,4.973684210526316,2
3209,2002-11-14,Thursday,16.0,4034,5.2368421052631575,3
3210,2002-11-15,Friday,14.666666666666666,3044,5.333333333333333,4
3211,2002-11-16,Saturday,13.333333333333334,2485,5.909090909090909,5
3212,2002-11-17,Sunday,15.873015873015872,7696,5.3,6
3213,2002-11-18,Monday,16.0,5852,4.846153846153846,0
3214,2002-11-19,Tuesday,16.88888888888889,5325,4.921052631578948,1
3215,2002-11-20,Wednesday,16.0,6173,4.846153846153846,2
3216,2002-11-21,Thursday,16.88888888888889,6568,4.794871794871795,3
3217,2002-11-22,Friday,12.0,1741,5.823529411764706,4
3218,2002-11-23,Saturday,16.0,4331,5.25,5
3219,2002-11-24,Sunday,15.873015873015872,8934,5.3,6
3220,2002-11-25,Monday,16.0,6595,4.846153846153846,0
3221,2002-11-26,Tuesday,15.11111111111111,5447,5.026315789473684,1
3222,2002-11-27,Wednesday,17.333333333333336,5362,4.894736842105263,2
3223,2002-11-28,Thursday,16.88888888888889,3687,4.921052631578948,3
3224,2002-11-29,Friday,12.0,2014,5.823529411764706,4
3225,2002-11-30,Saturday,14.222222222222221,3661,5.514285714285714,5
3226,2002-12-01,Sunday,17.233560090702948,9859,5.140845070422535,6
3227,2002-12-02,Monday,16.88888888888889,5958,4.794871794871795,0
3228,2002-12-03,Tuesday,16.444444444444446,6758,4.82051282051282,1
3229,2002-12-04,Wednesday,18.666666666666668,8030,4.6923076923076925,2
3230,2002-12-05,Thursday,15.11111111111111,3874,5.305555555555555,3
3231,2002-12-06,Friday,14.666666666666666,3747,5.333333333333333,4
3232,2002-12-07,Saturday,14.222222222222221,2890,5.514285714285714,5
3233,2002-12-08,Sunday,17.76937618147448,9414,5.470588235294118,6
3234,2002-12-09,Monday,16.88888888888889,7170,4.794871794871795,0
3235,2002-12-10,Tuesday,16.444444444444446,5642,4.82051282051282,1
3236,2002-12-11,Wednesday,16.88888888888889,6057,4.794871794871795,2
3237,2002-12-12,Thursday,16.88888888888889,3967,5.054054054054054,3
3238,2002-12-13,Friday,13.333333333333334,4514,5.735294117647059,4
3239,2002-12-14,Saturday,13.333333333333334,3715,5.735294117647059,5
3240,2002-12-15,Sunday,18.140589569160998,9715,5.1571428571428575,6
3241,2002-12-16,Monday,16.0,4447,5.108108108108108,0
3242,2002-12-17,Tuesday,16.0,6624,4.846153846153846,1
3243,2002-12-18,Wednesday,17.77777777777778,5515,4.868421052631579,2
3244,2002-12-19,Thursday,13.777777777777779,4968,5.243243243243243,3
3245,2002-12-20,Friday,14.222222222222221,2694,5.848484848484849,4
3246,2002-12-21,Saturday,11.555555555555555,4053,5.685714285714286,5
3247,2002-12-22,Sunday,17.006802721088434,9095,5.228571428571429,6
3248,2002-12-23,Monday,16.0,5330,4.846153846153846,0
